variable_investment_cost_solar,battery_capacity,rated_power,total_cost
1200,,,
1200,0.0,28.379758020666564,7628.355156993242
1200,0.0,28.379758020666564,7628.355156993244
1200,0.0,28.379758020666564,7628.355156993244
1200,0.0,28.379758020666564,7628.355156993244
