grid_cons,tot_energy_bought,pv_grid,tot_energy_sold,rated_power,battery_capacity,max_power_bought,revenue_from_selling_energy,total_energy_consumed,pv_cons,sum_pv_cons,battery_cons,sum_bat_cons_cons,lost_discharging,pv_battery,lost_charging,battery_usage,consumption_data,normalized_pv
0.5359999999636784,164.38234462153144,0.0,43370.73286109427,49.877438884660364,23.57929201854542,6.0,2168.5366430547137,10091.36800000002,0.0,4817.631518023656,0.0,5109.354137354583,0.0,0.0,0.0,0.0,0.536,0.0
0.4079999999667052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0
0.41599999996833503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0
0.4719999999651918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0
0.5279999999766005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0
0.5919999999750871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0
0.5279999999766005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0
0.5039999999717111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584,0.0,0.0,0.0,0.0,0.45035190772171474,0.02251759538608576,0.427834312335629,0.584,0.0207378712871287
0.0,0.0,3.017112561070891,0.0,0.0,0.0,0.0,0.0,0.0,0.8079999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.427834312335629,0.8079999999999999,0.0766902360387091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8319999999999999,0.0,0.0,0.0,0.0,4.625998978446332,0.2312999489223168,4.8225333418596446,1.8319999999999999,0.129477357355501
0.0,0.0,4.563118381958906,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,4.569156138086513,0.22845780690432588,9.163231673041832,1.84,0.219984721858281
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.808,0.0,0.0,0.0,0.0,6.2747145823936386,0.3137357291196822,15.124210526315787,1.808,0.16205151593859102
0.0,0.0,6.250467952756646,0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,15.124210526315787,0.7440000000000001,0.140233101561832
0.0,0.0,2.2679231400670563,0.0,0.0,0.0,0.0,0.0,0.0,1.6480000000000001,0.0,0.0,0.0,0.0,0.0,0.0,15.124210526315787,1.6480000000000001,0.0785109104964767
