grid_cons,pv_grid,battery_cons,lost_discharging,pv_battery,lost_charging,pv_cons,battery_usage,consumption_data,normalized_pv,EV_presence,ev_ev
0.0,0.0,0.0,0.0,0.0,0.0,0.27209034653465247,0.0,0.44799999999999995,0.0108836138613861,0,23.76220036477332
0.0,0.0,0.0,0.0,0.0,0.0,0.768,0.0,0.768,0.0390359035879849,0,23.970097954472944
0.0,0.0,0.0,0.0,0.0,0.0,1.4811921109671424,0.0,1.536,0.0592476844386857,0,33.912405439701516
0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.4,0.0741252410338611,0,39.96379698872541
0.0,0.0,0.0,0.0,0.0,0.0,1.64457871566784,0.0,2.0,0.0657831486267136,0,49.58966932100735
0.0,0.0,0.0,0.0,0.0,0.0,1.104,0.0,1.104,0.0516586511229803,0,49.77713559908186
0.0,0.0,0.0,0.0,0.0,0.0,0.8240000000000001,0.0,0.8240000000000001,0.0418745760367255,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1788350731514885,0.0,1.264,0.00715340292605954,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1520000000000001,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.848,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.096,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.736,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104,0.0,1,48.8378947368421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1,49.4778947368421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46399999999999997,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6559999999999999,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6559999999999999,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.24507512376237625,0.0,0.736,0.00980300495049505,1,14.483236972381448
0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.0,0.5760000000000001,0.0651619846080202,0,16.745520246869052
0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.96,0.18246500660467602,0,20.347145411985952
0.0,0.0,0.0,0.0,0.0,0.0,1.584,0.0,1.584,0.214101762917356,0,24.11568948491985
0.0,0.0,0.0,0.0,0.0,0.0,1.4080000000000001,0.0,1.4080000000000001,0.255357616379968,1,29.09162989441905
0.0,0.0,0.0,0.0,0.0,0.0,0.8959999999999999,0.0,0.8959999999999999,0.27217480422323803,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.368,0.0,1.368,0.126186686479716,0,1.7866671619929002
0.0,0.0,0.0,0.0,0.0,0.0,0.8310863726760751,0.0,1.4080000000000001,0.033243454907043,0,11.179389659546663
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.296,0.0,0,19.815179133230874
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2319999999999998,0.0,0,27.465705449020348
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.568,0.0,0,35.81517913323087
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0.0,0,34.40044229112561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1,32.8846528174414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3840000000000001,0.0,1,31.427810712178243
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,1,30.358337027967718
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.0,1,29.760442291125614
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1,29.00254755428351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.0,1,28.488863343757195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,1,28.05096860691509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,0.0,1,27.638337027967722
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.0,1,31.810526315789474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1,41.35578947368421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584,0.0,1,40.741052631578945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2811672029702975,0.0,0.6559999999999999,0.0112466881188119,1,14.605439161021366
0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.96,0.0669612775212251,0,15.319471099051993
0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,1.16,0.0999820539406047,0,16.65902244756711
0.0,0.0,0.0,0.0,0.0,0.0,1.896,0.0,1.896,0.256134365948231,0,21.166381596272885
0.0,0.0,0.0,0.0,0.0,0.0,1.584,0.0,1.584,0.15062901596361902,1,32.1137411486553
0.0,0.0,0.0,0.0,0.0,0.0,0.6559999999999999,0.0,0.6559999999999999,0.141690354053788,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,0.5920000000000001,0.10454124397088001,0,2.021531099272
0.0,0.0,0.0,0.0,0.0,0.0,0.73943399965099,0.0,1.584,0.0295773599860396,0,11.132514256799357
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.568,0.0,0,19.481987941009884
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7519999999999998,0.0,0,27.637777414694092
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.392,0.0,0,36.0821052631579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4480000000000002,0.0,0,34.55789473684211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304,0.0,1,33.18526315789474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.176,0.0,1,31.94736842105263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376,0.0,1,30.498947368421053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1520000000000001,0.0,1,29.286315789473683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,28.233684210526313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,1,27.70315789473684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512,0.0,1,27.164210526315788
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1,26.74315789473684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1,26.288421052631577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1,35.741052631578945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040000000000001,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.0,0.664,0.0452012376237624,0,0.46603094059406003
0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.0,0.632,0.09703866737389699,0,12.259997624941484
0.0,0.0,0.0,0.0,0.0,0.0,0.7120000000000001,0.0,0.7120000000000001,0.127624398433125,0,24.738607585769607
0.0,0.0,0.0,0.0,0.0,0.0,1.808,0.0,1.808,0.13888806704371398,0,32.596196592015424
0.0,0.0,0.0,0.0,0.0,0.0,1.608,0.0,1.608,0.13089900842095598,0,34.26067180253932
0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,0.7440000000000001,0.228090821670245,0,39.21894234429545
0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.04,0.136242694740521,0,41.58500971280847
0.0,0.0,0.0,0.0,0.0,0.0,0.792,0.0,0.792,0.0436480325402929,0,41.88421052631579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216,0.0,0,40.60421052631579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7280000000000002,0.0,0,38.78526315789474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.208,0.0,0,36.46105263157895
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.072,0.0,1,34.28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168,0.0,1,33.050526315789476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.624,0.0,1,31.341052631578947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.712,0.0,1,29.538947368421052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,1,28.65473684210526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.0,1,27.94736842105263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,27.44210526315789
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1,26.97894736842105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.0,1,26.372631578947367
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.0,1,25.858947368421052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.0,1,35.45473684210526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0358918069306931,0,0.29729517326732746
0.0,0.0,0.0,0.0,0.0,0.0,0.82585251938461,0.0,1.176,0.0330341007753844,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.0,0.5760000000000001,0.0910599526753807,0,11.700498816884517
0.0,0.0,0.0,0.0,0.0,0.0,0.904,0.0,0.904,0.13726541070045697,0,24.22813408439594
0.0,0.0,0.0,0.0,0.0,0.0,1.288,0.0,1.288,0.147676037359251,0,32.395522485220674
0.0,0.0,0.0,0.0,0.0,0.0,0.968,0.0,0.968,0.23494490778689,0,37.30114517989293
0.0,0.0,0.0,0.0,0.0,0.0,0.8959999999999999,0.0,0.8959999999999999,0.17436584836658098,0,40.764291389057455
0.0,0.0,0.0,0.0,0.0,0.0,0.736,0.0,0.736,0.0378578181219123,0,40.974736842105266
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8880000000000001,0.0,0,38.987368421052636
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376,0.0,0,37.538947368421056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304,0.0,0,36.166315789473686
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.208,0.0,1,33.8421052631579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.328,0.0,1,32.44421052631579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,1,31.189473684210533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4880000000000002,0.0,1,29.62315789473685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1440000000000001,0.0,1,28.41894736842106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,1,27.778947368421058
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,0.0,1,27.36631578947369
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,1,26.928421052631585
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,1,26.39789473684211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,1,25.808421052631584
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32799999999999996,0.0,1,35.463157894736845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.47391311881188,0.0,0.608,0.0189565247524752,0,0.44905549765502883
0.0,0.0,0.0,0.0,0.0,0.0,0.8853972772277224,0.0,1.3119999999999998,0.0354158910891089,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.264,0.0,1.264,0.0976738363221774,0,11.177845908054435
0.0,0.0,0.0,0.0,0.0,0.0,1.4480000000000002,0.0,1.4480000000000002,0.132543017049521,0,23.04342133429246
0.0,0.0,0.0,0.0,0.0,0.0,1.3119999999999998,0.0,1.3119999999999998,0.229263461074814,0,28.278344110123612
0.0,0.0,0.0,0.0,0.0,0.0,0.8240000000000001,0.0,0.8240000000000001,0.199736525342492,0,32.44775724368591
0.0,0.0,0.0,0.0,0.0,0.0,1.072,0.0,1.072,0.276072192444758,0,38.27756205480486
0.0,0.0,0.0,0.0,0.0,0.0,1.328,0.0,1.328,0.141806991492016,0,40.49473684210526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216,0.0,0,39.21473684210526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6480000000000001,0.0,0,37.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0,35.41684210526316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5519999999999998,0.0,1,33.78315789473684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4240000000000002,0.0,1,32.28421052631579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5759999999999998,0.0,1,30.625263157894736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4880000000000002,0.0,1,29.05894736842105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1,28.25894736842105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,0.0,1,27.84631578947368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1,27.509473684210523
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,1,26.97894736842105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1,26.456842105263156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1,25.934736842105263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,1,35.48842105263158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46399999999999997,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.0465665346534653,0,0.4841633663366326
0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.19912461664508302,0,4.702278782463709
0.0,0.0,0.0,0.0,0.0,0.0,1.064,0.0,1.064,0.317185769906263,0,11.567923030120284
0.0,0.0,0.0,0.0,0.0,0.0,1.5919999999999999,0.0,1.5919999999999999,0.34722272262836307,0,18.65649109582936
0.0,0.0,0.0,0.0,0.0,0.0,1.4080000000000001,0.0,1.4080000000000001,0.354569780090906,0,26.11273559810201
0.0,0.0,0.0,0.0,0.0,0.0,1.072,0.0,1.072,0.290233455481695,0,32.29657198514438
0.0,0.0,0.0,0.0,0.0,0.0,0.992,0.0,0.992,0.130410642140828,0,34.56483803866508
0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0424530701532097,0,34.78616479249532
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008,0.0,0,33.725112160916375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7519999999999998,0.0,0,31.880901634600587
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1840000000000002,0.0,0,30.634585845126903
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7760000000000002,0.0,1,27.712480581969007
