grid_cons,pv_grid,battery_cons,lost_discharging,pv_battery,lost_charging,pv_cons,battery_usage,consumption_data,normalized_pv,EV_presence,ev_ev
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.536,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,1,7.23157894736841
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,1,16.734736842105256
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,1,26.178947368421046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,1,35.55578947368421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5184467821782175,0.0,0.584,0.0207378712871287,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.8079999999999999,0.0,0.8079999999999999,0.0766902360387091,0,1.1092559009677276
0.0,0.0,0.0,0.0,0.0,0.0,1.8319999999999999,0.0,1.8319999999999999,0.129477357355501,0,2.514189834855253
0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,1.84,0.219984721858281,0,16.17380788131228
0.0,0.0,0.0,0.0,0.0,0.0,1.808,0.0,1.808,0.16205151593859102,0,28.417095779777053
0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,0.7440000000000001,0.140233101561832,0,41.178923318822854
0.0,0.0,0.0,0.0,0.0,0.0,1.6480000000000001,0.0,1.6480000000000001,0.0785109104964767,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.52729406601467,0.0,0.9440000000000001,0.0210917626405868,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8079999999999999,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1440000000000001,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.064,0.0,0,48.05894736842105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1,46.543157894736844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456,0.0,1,45.01052631578948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4080000000000001,0.0,1,43.52842105263158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,42.47578947368421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.0,1,41.58315789473684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1,41.061052631578946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1,40.60631578947368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616,0.0,1,14.351578947368422
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,0,23.72842105263158
0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,0.7440000000000001,0.0347384108910891,0,29.56056697683704
0.0,0.0,0.0,0.0,0.0,0.0,1.008,0.0,1.008,0.0785897168504774,0,30.517309898098976
0.0,0.0,0.0,0.0,0.0,0.0,1.504,0.0,1.504,0.11668991873751501,0,41.93055786653685
0.0,0.0,0.0,0.0,0.0,0.0,1.3119999999999998,0.0,1.3119999999999998,0.136112929340593,0,44.02138110005168
0.0,0.0,0.0,0.0,0.0,0.0,1.056,0.0,1.056,0.13819820089633497,0,46.42033612246005
0.0,0.0,0.0,0.0,0.0,0.0,0.9520000000000001,0.0,0.9520000000000001,0.0934682642473076,0,47.80504272864274
0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,0.0637988570056617,0,48.52001415378428
0.0,0.0,0.0,0.0,0.0,0.0,0.23598655390493825,0.0,0.8,0.00943946215619753,0,47.92631578947369
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0,47.336842105263166
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0,46.41052631578948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0,45.18947368421053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1,43.336842105263166
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.784,0.0,1,41.45894736842106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968,0.0,1,40.440000000000005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1,39.64000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279999999999999,0.0,1,38.66315789473685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,1,38.040000000000006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,1,37.54315789473685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1,37.021052631578954
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,36.515789473684215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,36.01052631578948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,35.50526315789474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.683014603960395,0.0,1.024,0.0273205841584158,0,0.0
0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.8240000000000001,0.0,0.8240000000000001,0.15268406905850102,0,2.993101726462525
0.0,0.0,0.0,0.0,0.0,0.0,0.728,0.0,0.728,0.259466625677731,0,14.615691923105944
0.0,0.0,0.0,0.0,0.0,0.0,2.2880000000000003,0.0,2.2880000000000003,0.277340982430399,0,29.26121648386592
0.0,0.0,0.0,0.0,0.0,0.0,1.264,0.0,1.264,0.23068240807309198,0,33.76427668569322
0.0,0.0,0.0,0.0,0.0,0.0,2.296,0.0,2.296,0.235914082875717,0,47.36612875758614
0.0,0.0,0.0,0.0,0.0,0.0,1.3119999999999998,0.0,1.3119999999999998,0.15117920365231602,0,49.83360884889404
0.0,0.0,0.0,0.0,0.0,0.0,0.648,0.0,0.648,0.0325756460442386,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.496,0.0,0,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.912,0.0,1,47.98736842105263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168,0.0,1,46.757894736842104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168,0.0,1,45.52842105263158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1,43.50736842105263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3359999999999999,0.0,1,42.10105263157895
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.0,1,41.49473684210527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,1,40.99789473684211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,40.492631578947375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,1,40.04631578947369
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,1,39.515789473684215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,0.0,1,38.951578947368425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.0,1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6559999999999999,0.0,0.6559999999999999,0.0350562623762376,0,0.22040655940594012
0.0,0.0,0.0,0.0,0.0,0.0,0.792,0.0,0.792,0.227935623131571,0,5.126797137695215
0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.341319136509865,0,12.81977555044184
0.0,0.0,0.0,0.0,0.0,0.0,1.5519999999999998,0.0,1.5519999999999998,0.378425635782886,0,20.72841644501399
0.0,0.0,0.0,0.0,0.0,0.0,0.912,0.0,0.912,0.354960128994206,0,28.69041966986914
0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0,0.7440000000000001,0.304806632878219,0,35.56658549182462
0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.0,0.664,0.22037702749839702,0,40.41201117928455
0.0,0.0,0.0,0.0,0.0,0.0,1.056,0.0,1.056,0.10423846483716302,0,41.96197280021362
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279999999999999,0.0,0,40.98513069495046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736,0.0,0,40.2103938528452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0,39.32618332652941
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248,0.0,1,38.01249911600309
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9840000000000001,0.0,1,36.97670964231888
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.112,0.0,1,35.80618332652941
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,1,34.50092016863467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064,0.0,1,33.380920168634674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736,0.0,1,32.60618332652941
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,32.10092016863467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,1,31.5703938528452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,1,40.50526315789474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1,50.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,1,14.469473684210527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0,13.947368421052632
