grid_cons,pv_grid,battery_cons,lost_discharging,pv_battery,lost_charging,pv_cons,battery_usage,consumption_data,normalized_pv,EV_presence,ev_ev,ev_cons
0.536,0.0,0.0,0.0,0.0,0.0,0.0,0,0.536,0.0,1.0,5,0
0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0,1.0,46,0
0.41600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,1.0,45,0
0.47200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.212631578947367,0.47200000000000003,0.0,1.0,45,0
0.528,0.0,0.0,0.0,0.0,0.0,0.0,1.212631578947367,0.528,0.0,1.0,45,0
0.5920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.212631578947367,0.5920000000000001,0.0,1.0,45,0
0.528,0.0,0.0,0.0,0.0,0.0,0.0,1.212631578947367,0.528,0.0,1.0,0,0
0.504,0.0,0.0,0.0,0.0,0.0,0.0,1.212631578947367,0.504,0.0,0.0,0,0
0.584,0.0,0.0,0.0,0.0,0.0,0.0,1.212631578947367,0.584,0.0207378712871287,0.0,0,0
0.8079999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.212631578947367,0.8079999999999999,0.0766902360387091,0.0,0,0
1.6080000000000003,0.0,0.22399999999999953,0.011199999999999986,0.0,0.0,0.0,1.212631578947367,1.8319999999999999,0.129477357355501,0.0,0,0
1.6080000000000003,0.0,0.23199999999999976,0.0116,0.0,0.0,0.0,0.976842105263157,1.84,0.219984721858281,0.0,0,0
1.6080000000000003,0.0,0.19999999999999973,0.009999999999999995,0.0,0.0,0.0,0.7326315789473677,1.808,0.16205151593859102,0.0,0,0
0.7440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5221052631578943,0.7440000000000001,0.140233101561832,0.0,0,0
1.6080000000000003,0.0,0.039999999999999813,0.0019999999999999922,0.0,0.0,0.0,0.5221052631578943,1.6480000000000001,0.0785109104964767,0.0,0,0
0.9440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.47999999999999976,0.9440000000000001,0.0210917626405868,0.0,0,0
0.8079999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.47999999999999976,0.8079999999999999,0.0,0.0,0,0
1.1440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.47999999999999976,1.1440000000000001,0.0,0.0,0,0
1.6080000000000003,0.0,0.45599999999999974,0.022800000000000008,0.0,0.0,0.0,0.47999999999999976,2.064,0.0,0.0,0,0
1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.0,45,0
1.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456,0.0,1.0,45,0
1.4080000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4080000000000001,0.0,1.0,45,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45,0
0.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.0,1.0,45,0
0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.0,45,0
0.43200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1.0,45,0
0.5760000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.0,1.0,45,0
0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,1.0,45,0
0.43200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1.0,45,0
0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.0,1.0,45,0
0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616,0.0,1.0,0,0
0.5920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,0.0,0,0
0.7440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0347384108910891,0.0,0,0
1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008,0.0785897168504774,0.0,0,0
1.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504,0.11668991873751501,0.0,0,0
1.3119999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3119999999999998,0.136112929340593,0.0,0,0
1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056,0.13819820089633497,0.0,0,0
0.9520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9520000000000001,0.0934682642473076,0.0,0,0
