grid_cons,pv_grid,battery_cons,lost_discharging,pv_battery,lost_charging,pv_cons,battery_usage,consumption_data,normalized_pv,EV_presence,ev_ev,ev_cons,ev_battery
0.536,0.0,0.0,0.0,0.0,0.0,0.0,0,0.536,0.0,1.0,7,0,0
0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0,1.0,7,0,0
0.41600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,1.0,26,0,0
0.47200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,1.0,26,0,0
0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,1.0,45,0,0
0.5920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,1.0,45,0,0
0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,1.0,0,0,0
0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.8332901733761409,0.504,0.0,0.0,0,0,0
0.584,0.5184467821782175,0.0,0.0,0.0,0.0,0.0,0.8332901733761409,0.584,0.0207378712871287,0.0,0,0,0
0.8079999999999999,1.9172559009677275,0.0,0.0,0.0,0.0,0.0,0.8332901733761409,0.8079999999999999,0.0766902360387091,0.0,0,0,0
1.6880935838231665,3.236933933887525,0.1439064161768333,0.007195320808841671,0.0,0.0,0.0,0.8332901733761409,1.8319999999999999,0.129477357355501,0.0,0,0,0
1.6880935838231665,5.499618046457025,0.15190641617683354,0.007595320808841684,0.0,0.0,0.0,0.6818097352952637,1.84,0.219984721858281,0.0,0,0,0
1.6880935838231665,4.051287898464776,0.11990641617683351,0.00599532080884168,0.0,0.0,0.0,0.5219082445828074,1.808,0.16205151593859102,0.0,0,0,0
0.7440000000000001,3.5058275390458,0.0,0.0,0.0,0.0,0.0,0.3956909643966669,0.7440000000000001,0.140233101561832,0.0,0,0,0
1.6480000000000001,1.9627727624119173,0.0,0.0,0.0,0.0,0.0,0.3956909643966669,1.6480000000000001,0.0785109104964767,0.0,0,0,0
0.9440000000000001,0.52729406601467,0.0,0.0,0.0,0.0,0.0,0.3956909643966669,0.9440000000000001,0.0210917626405868,0.0,0,0,0
0.8079999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3956909643966669,0.8079999999999999,0.0,0.0,0,0,0
1.1440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3956909643966669,1.1440000000000001,0.0,0.0,0,0,0
1.6880935838231665,0.0,0.3759064161768335,0.018795320808841692,0.0,0.0,0.0,0.3956909643966669,2.064,0.0,0.0,0,0,0
1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.0,12,0,0
1.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456,0.0,1.0,12,0,0
1.4080000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4080000000000001,0.0,1.0,12,0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12,0,0
0.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.0,1.0,12,0,0
0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.0,12,0,0
0.43200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1.0,12,0,0
0.5760000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760000000000001,0.0,1.0,12,0,0
0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,1.0,32,0,0
0.43200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43200000000000005,0.0,1.0,32,0,0
0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.0,1.0,45,0,0
0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616,0.0,1.0,0,0,0
0.5920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,0.0,0,0,0
0.7440000000000001,0.8684602722772276,0.0,0.0,0.0,0.0,0.0,0.0,0.7440000000000001,0.0347384108910891,0.0,0,0,0
1.008,1.964742921261935,0.0,0.0,0.0,0.0,0.0,0.0,1.008,0.0785897168504774,0.0,0,0,0
1.504,2.9172479684378754,0.0,0.0,0.0,0.0,0.0,0.0,1.504,0.11668991873751501,0.0,0,0,0
1.3119999999999998,3.402823233514825,0.0,0.0,0.0,0.0,0.0,0.0,1.3119999999999998,0.136112929340593,0.0,0,0,0
1.056,3.4549550224083743,0.0,0.0,0.0,0.0,0.0,0.0,1.056,0.13819820089633497,0.0,0,0,0
0.9520000000000001,2.33670660618269,0.0,0.0,0.0,0.0,0.0,0.0,0.9520000000000001,0.0934682642473076,0.0,0,0,0
0.88,1.5949714251415423,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0637988570056617,0.0,0,0,0
0.8,0.23598655390493825,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.00943946215619753,0.0,0,0,0
0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0,0,0
0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0,0,0
1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0,0,0
1.6880935838231665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.0,12,0,0
1.6880935838231665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.784,0.0,1.0,12,0,0
0.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968,0.0,1.0,12,0,0
0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1.0,12,0,0
0.9279999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279999999999999,0.0,1.0,12,0,0
0.5920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,1.0,12,0,0
0.47200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,1.0,12,0,0
0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.0,12,0,0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.0,12,0,0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.0,27,0,0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.0,27,0,0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.0,0,0,2
0.624,0.0,0.0,0.0,0.0,0.0,0.0,2.1218097352952636,0.624,0.0,0.0,0,0,0
1.024,0.683014603960395,0.0,0.0,0.0,0.0,0.0,2.1218097352952636,1.024,0.0273205841584158,0.0,0,0,0
