grid_cons,pv_grid,battery_cons,lost_discharging,pv_battery,lost_charging,pv_cons,battery_usage,consumption_data,normalized_pv
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.536,0.0
0.4831999999732943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0
0.5487999999750173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0
0.08952320840903505,0.0,0.0,0.0,0.0,0.0,0.5680767915909649,0.0,0.47200000000000003,0.0
0.0,0.0,0.0,0.0,0.679657478054303,0.03398287390271518,1.8304,0.0,0.528,0.0
0.0,0.0,0.0,0.0,0.42947598617428473,0.021473799308714254,1.3184,0.6456746041515878,0.5920000000000001,0.0
0.8066196693876945,0.0,0.0,0.0,0.0,0.0,0.12298033061230561,1.0536767910171583,0.528,0.0
1.2640036667036587,0.0,0.36639633329634114,0.018319816664817072,0.0,0.0,0.0,1.0536767910171583,0.504,0.0
0.7110033818300406,0.0,0.6345966181699593,0.03172983090849799,0.0,0.0,0.0,0.6679964401789045,0.584,0.0207378712871287
0.7376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8079999999999999,0.0766902360387091
0.4880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8319999999999999,0.129477357355501
0.5104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.219984721858281
0.5307248877883874,0.0,0.0,0.0,0.0,0.0,0.10127511221161267,0.0,1.808,0.16205151593859102
0.0,0.0,0.0,0.0,0.08629754769497211,0.00431487738474861,1.1536,0.0,0.7440000000000001,0.140233101561832
0.0,0.0,0.0,0.0,0.7343275946450867,0.03671637973225437,1.1376,0.08198267031022351,1.6480000000000001,0.0785109104964767
0.16287327125379414,0.0,0.0,0.0,0.0,0.0,0.6995267287462059,0.7795938852230558,0.9440000000000001,0.0210917626405868
0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.7795938852230558,0.8079999999999999,0.0
1.2640036667036587,0.0,0.38559633329634124,0.019279816664817078,0.0,0.0,0.0,0.7795938852230558,1.1440000000000001,0.0
0.8768,0.0,0.0,0.0,0.0,0.0,0.0,0.3737030080690124,2.064,0.0
0.6112,0.0,0.0,0.0,0.0,0.0,0.0,0.3737030080690124,1.44,0.0
0.48640000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.3737030080690124,1.456,0.0
0.48000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.3737030080690124,1.4080000000000001,0.0
0.21957146855925858,0.0,0.0,0.0,0.0,0.0,0.6044285314407415,0.3737030080690124,1.0,0.0
0.0,0.0,0.0,0.0,2.203908778308546,0.1101954389154274,1.3712000000000002,0.3737030080690124,0.848,0.0
0.0,0.0,0.0,0.0,1.4749396224434554,0.07374698112217284,1.6864,2.4674163474621307,0.496,0.0
0.10211786259219546,0.0,0.0,0.0,0.0,0.0,0.6306821374078044,3.8686089887834134,0.43200000000000005,0.0
0.0,0.0,1.7872000000000001,0.08936000000000009,0.0,0.0,0.0,3.8686089887834134,0.5760000000000001,0.0
1.2640036667036587,0.0,0.052796333296341036,0.002639816664817054,0.0,0.0,0.0,1.9873458308886764,0.424,0.0
0.0,0.0,1.4176,0.07088000000000007,0.0,0.0,0.0,1.9317707432083175,0.43200000000000005,0.0
0.49600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.4395602168925281,0.632,0.0
0.4784,0.0,0.0,0.0,0.0,0.0,0.0,0.4395602168925281,0.616,0.0
0.07681779395209831,0.0,0.4175822060479017,0.020879110302395105,0.0,0.0,0.0,0.4395602168925281,0.5920000000000001,0.0
0.0,0.0,0.0,0.0,1.7813036657687866,0.08906518328843942,0.7472,0.0,0.7440000000000001,0.0347384108910891
0.0,0.0,0.0,0.0,4.117642420054901,0.20588212100274525,1.1536,1.6922384824803471,1.008,0.0785897168504774
0.0,2.251318949508046,0.0,0.0,0.34037718144189943,0.017018859072094987,0.7744000000000001,5.603998781532503,1.504,0.11668991873751501
0.5729069331511106,0.0,0.0,0.0,0.0,0.0,0.3038930668488894,5.927357103902308,1.3119999999999998,0.136112929340593
1.032,0.0,0.0,0.0,0.0,0.0,0.0,5.927357103902308,1.056,0.13819820089633497
1.1376,0.0,0.0,0.0,0.0,0.0,0.0,5.927357103902308,0.9520000000000001,0.0934682642473076
0.816,0.0,0.0,0.0,0.0,0.0,0.0,5.927357103902308,0.88,0.0637988570056617
0.46399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,5.927357103902308,0.8,0.00943946215619753
0.4688,0.0,0.0,0.0,0.0,0.0,0.0,5.927357103902308,0.56,0.0
0.41494060811615996,0.0,0.0,0.0,0.0,0.0,0.06345939188384005,5.927357103902308,0.88,0.0
0.4124330746248598,0.0,0.0,0.0,0.0,0.0,0.7891669253751402,5.927357103902308,1.16,0.0
0.0,0.0,0.6207267534516758,0.03103633767258382,0.0,0.0,0.9008732465483242,5.927357103902308,1.76,0.0
0.7797311911744178,0.0,0.0,0.0,0.0,0.0,0.28586880882558247,5.273960521321596,1.784,0.0
0.0,0.0,1.8432000000000002,0.09216000000000009,0.0,0.0,0.0,5.273960521321597,0.968,0.0
0.0,0.0,2.1536,0.1076800000000001,0.0,0.0,0.0,3.3337499950058076,0.76,0.0
0.9216,0.0,0.0,0.0,0.0,0.0,0.0,1.0668026265847548,0.9279999999999999,0.0
0.5728,0.0,0.0,0.0,0.0,0.0,0.0,1.0668026265847548,0.5920000000000001,0.0
