grid_cons,pv_grid,battery_cons,lost_discharging,pv_battery,lost_charging,pv_cons,battery_usage,consumption_data,normalized_pv,EV_presence,ev_ev,ev_cons,ev_battery
4.730000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,4.730000000000001,0.0,1.0,13,0,1
4.330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,4.330000000000001,0.0,1.0,29,0,0
3.780000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,3.780000000000001,0.0,1.0,29,0,0
3.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,3.120000000000001,0.0,1.0,29,0,0
2.98,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,2.98,0.0,1.0,29,0,0
3.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,3.120000000000001,0.0,1.0,45,0,0
3.190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,3.190000000000001,0.0,1.0,0,0,0
3.49,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,3.49,0.0,0.0,0,0,0
5.69,0.0009750182576540025,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,5.69,0.0016705074,0.0,0,0,0
4.41,0.5672261692176876,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,4.41,0.97183361,0.0,0,0,0
7.210000000000001,1.1716575278978891,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,7.210000000000001,2.0074112,0.0,0,0,0
6.730000000000001,1.666961165040157,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,6.730000000000001,2.8560193,0.0,0,0,0
6.170000000000002,1.8153389087749061,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,6.170000000000002,3.1102362,0.0,0,0,0
7.220000000000001,1.5414941184801219,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,7.220000000000001,2.6410555,0.0,0,0,0
7.1,1.2739498851824054,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,7.1,2.1826696,0.0,0,0,0
5.570000000000001,0.5760606418163348,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,5.570000000000001,0.98696979,0.0,0,0,0
7.41,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,7.41,0.0,0.0,0,0,0
8.739999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.4736842105263162,8.739999999999998,0.0,0.0,0,0,0
9.32,0.0,1.4000000000000004,0.07000000000000008,0.0,0.0,0.0,1.4736842105263162,10.72,0.0,0.0,0,0,0
9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.26,0.0,1.0,17,4,0
8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0.0,1.0,29,0,0
5.500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.500000000000001,0.0,1.0,29,0,0
6.490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.490000000000001,0.0,1.0,29,0,0
4.210000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.210000000000001,0.0,1.0,29,0,0
2.890000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.890000000000001,0.0,1.0,29,0,0
2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,1.0,29,0,0
2.580000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.580000000000001,0.0,1.0,29,0,0
2.720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.720000000000001,0.0,1.0,29,0,0
2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,1.0,29,0,0
3.090000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.090000000000001,0.0,1.0,46,0,0
3.960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.960000000000001,0.0,1.0,0,0,1
3.98,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000026,3.98,0.0,0.0,0,0,0
5.250000000000001,0.0032166205364352173,0.0,0.0,0.0,0.0,0.0,1.2000000000000026,5.250000000000001,0.0055110644,0.0,0,0,0
5.590000000000002,0.7398601293623163,0.0,0.0,0.0,0.0,0.0,1.2000000000000026,5.590000000000002,1.2676089,0.0,0,0,0
9.32,1.520483779211692,0.2500000000000018,0.0125000000000001,0.0,0.0,0.0,1.2000000000000026,9.570000000000002,2.6050583,0.0,0,0,0
9.32,2.0144283502325244,0.8900000000000006,0.04450000000000007,0.0,0.0,0.0,0.9368421052631586,10.21,3.4513379,0.0,0,0,0
6.570000000000001,2.128709497582468,0.0,0.0,0.0,0.0,0.0,0.0,6.570000000000001,3.6471368,0.0,0,0,0
6.340000000000001,1.9527321764125143,0.0,0.0,0.0,0.0,0.0,0.0,6.340000000000001,3.3456333,0.0,0,0,0
7.97,1.3069490728828552,0.0,0.0,0.0,0.0,0.0,0.0,7.97,2.2392074,0.0,0,0,0
6.670000000000001,0.6116363702413397,0.0,0.0,0.0,0.0,0.0,0.0,6.670000000000001,1.047922,0.0,0,0,0
7.140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.140000000000001,0.0,0.0,0,0,0
6.470000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.470000000000001,0.0,0.0,0,0,0
7.869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.869999999999999,0.0,0.0,0,0,0
9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.729999999999999,0.0,1.0,22,0,0
7.360000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.360000000000001,0.0,1.0,34,0,1
5.420000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.9749999999999996,5.420000000000001,0.0,1.0,38,0,10
4.930000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.930000000000001,0.0,1.0,45,0,0
3.380000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.380000000000001,0.0,1.0,45,0,0
2.63,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.63,0.0,1.0,45,0,0
2.770000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.770000000000001,0.0,1.0,45,0,0
3.050000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.050000000000001,0.0,1.0,45,0,0
3.180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.180000000000001,0.0,1.0,45,0,0
3.350000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.350000000000001,0.0,1.0,45,0,0
2.930000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.930000000000001,0.0,1.0,45,0,0
3.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.690000000000001,0.0,1.0,0,0,0
5.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.550000000000001,0.0,0.0,0,0,0
7.88,0.0032946478581176294,0.0,0.0,0.0,0.0,0.0,10.0,7.88,0.0056447493,0.0,0,0,0
8.26,0.5779734843368929,0.0,0.0,0.0,0.0,0.0,10.0,8.26,0.99024708,0.0,0,0,0
6.950000000000001,1.2689950867235356,0.0,0.0,0.0,0.0,0.0,10.0,6.950000000000001,2.1741805,0.0,0,0,0
7.860000000000001,2.037539945220851,0.0,0.0,0.0,0.0,0.0,10.0,7.860000000000001,3.4909352,0.0,0,0,0
8.810000000000002,1.824894103739055,0.0,0.0,0.0,0.0,0.0,10.0,8.810000000000002,3.1266072,0.0,0,0,0
8.75,1.2274423331639381,0.0,0.0,0.0,0.0,0.0,10.0,8.75,2.1029878,0.0,0,0,0
7.649999999999999,1.1067360161405577,0.0,0.0,0.0,0.0,0.0,10.0,7.649999999999999,1.8961806,0.0,0,0,0
5.100000000000001,0.5702732672528557,0.0,0.0,0.0,0.0,0.0,10.0,5.100000000000001,0.97705423,0.0,0,0,0
8.719999999999999,0.0010061221653417723,0.0,0.0,0.0,0.0,0.0,10.0,8.719999999999999,0.001723798,0.0,0,0,0
8.42,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.42,0.0,0.0,0,0,0
9.19,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.19,0.0,0.0,0,0,0
7.880000000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.880000000000002,0.0,1.0,24,0,0
8.89,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.89,0.0,1.0,35,0,0
5.42,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.42,0.0,1.0,45,0,0
4.73,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.73,0.0,1.0,45,0,0
4.15,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.15,0.0,1.0,45,0,0
