grid_cons,pv_grid,battery_cons,pv_bat_edges,pv_cons,battery_usage
1.92,0.0,0.0,0.0,0.0,0.0
1.3359999999999999,0.0,0.0,0.0,0.0,0.0
0.5760000000000001,0.0,0.0,0.0,0.0,0.0
0.47200000000000003,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.0
0.424,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0,0.0
0.488,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.0
0.39448087972638113,0.0,0.0,0.0,0.2615191202736188,0.0
0.0,0.9083958665254928,0.0,0.0,0.792,0.0
0.0,1.7062349452609,0.0,0.0,0.84,0.0
0.0,1.271048797866359,0.0,0.0,1.5519999999999998,0.0
0.0,1.7359965168704852,0.0,0.0,0.912,0.0
0.0,1.529852290023591,0.0,0.0,0.7440000000000001,0.0
0.0,0.9800088718345935,0.0,0.0,0.664,0.0
0.27838282762952316,0.0,0.0,0.0,0.7776171723704769,0.0
0.9279999999999999,0.0,0.0,0.0,0.0,0.0
0.736,0.0,0.0,0.0,0.0,0.0
0.84,0.0,0.0,0.0,0.0,0.0
1.248,0.0,0.0,0.0,0.0,0.0
0.9840000000000001,0.0,0.0,0.0,0.0,0.0
1.112,0.0,0.0,0.0,0.0,0.0
1.24,0.0,0.0,0.0,0.0,0.0
1.064,0.0,0.0,0.0,0.0,0.0
0.736,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.41600000000000004,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.36680842595596375,0.0,0.0,0.0,0.08119157404403621,0.0
0.47679282406514073,0.0,0.0,0.0,0.2912071759348593,0.0
1.0940132831514657,0.0,0.0,0.0,0.4419867168485344,0.0
0.8470269643353288,0.0,0.0,0.0,0.5529730356646712,0.0
1.5092588316161155,0.0,0.0,0.0,0.4907411683838846,0.0
0.7186273424356564,0.0,0.0,0.0,0.38537265756434363,0.0
0.5116163759437689,0.0,0.0,0.0,0.31238362405623127,0.0
1.2106357360032232,0.0,0.0,0.0,0.05336426399677692,0.0
1.1520000000000001,0.0,0.0,0.0,0.0,0.0
1.848,0.0,0.0,0.0,0.0,0.0
2.184,0.0,0.0,0.0,0.0,0.0
2.096,0.0,0.0,0.0,0.0,0.0
2.736,0.0,0.0,0.0,0.0,0.0
1.104,0.0,0.0,0.0,0.0,0.0
1.008,0.0,0.0,0.0,0.0,0.0
0.7440000000000001,0.0,0.0,0.0,0.0,0.0
0.7040000000000001,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.46399999999999997,0.0,0.0,0.0,0.0,0.0
0.512,0.0,0.0,0.0,0.0,0.0
0.568,0.0,0.0,0.0,0.0,0.0
0.608,0.0,0.0,0.0,0.0,0.0
0.6559999999999999,0.0,0.0,0.0,0.0,0.0
0.6559999999999999,0.0,0.0,0.0,0.0,0.0
0.6628697500270552,0.0,0.0,0.0,0.07313024997294479,0.0
0.0898927046163483,0.0,0.0,0.0,0.48610729538365177,0.0
0.0,0.40118584165777915,0.0,0.0,0.96,0.0
0.0,0.013195504935832325,0.0,0.0,1.584,0.0
0.0,0.4969634691268159,0.0,0.0,1.4080000000000001,0.0
0.0,1.1344194040193307,0.0,0.0,0.8959999999999999,0.0
0.42664946798244463,0.0,0.0,0.0,0.9413505320175555,0.0
1.1600043925721366,0.0,0.0,0.0,0.2479956074278635,0.0
1.296,0.0,0.0,0.0,0.0,0.0
2.2319999999999998,0.0,0.0,0.0,0.0,0.0
1.568,0.0,0.0,0.0,0.0,0.0
1.344,0.0,0.0,0.0,0.0,0.0
1.44,0.0,0.0,0.0,0.0,0.0
1.3840000000000001,0.0,0.0,0.0,0.0,0.0
1.016,0.0,0.0,0.0,0.0,0.0
0.568,0.0,0.0,0.0,0.0,0.0
0.72,0.0,0.0,0.0,0.0,0.0
0.488,0.0,0.0,0.0,0.0,0.0
0.41600000000000004,0.0,0.0,0.0,0.0,0.0
0.392,0.0,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0,0.0
0.43200000000000005,0.0,0.0,0.0,0.0,0.0
0.584,0.0,0.0,0.0,0.0,0.0
0.7040000000000001,0.0,0.0,0.0,0.0,0.0
0.5720998981791875,0.0,0.0,0.0,0.08390010182081238,0.0
0.4604700101281058,0.0,0.0,0.0,0.4995299898718942,0.0
0.41413558042571086,0.0,0.0,0.0,0.7458644195742891,0.0
0.0,0.014758007677016849,0.0,0.0,1.896,0.0
0.4603101063167505,0.0,0.0,0.0,1.1236898936832496,0.0
0.0,0.40100762807278767,0.0,0.0,0.6559999999999999,0.0
0.0,0.18787589955128858,0.0,0.0,0.5920000000000001,0.0
1.3633533982445232,0.0,0.0,0.0,0.220646601755477,0.0
1.568,0.0,0.0,0.0,0.0,0.0
1.7519999999999998,0.0,0.0,0.0,0.0,0.0
1.392,0.0,0.0,0.0,0.0,0.0
1.4480000000000002,0.0,0.0,0.0,0.0,0.0
1.304,0.0,0.0,0.0,0.0,0.0
1.176,0.0,0.0,0.0,0.0,0.0
1.376,0.0,0.0,0.0,0.0,0.0
1.1520000000000001,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.512,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0
0.43200000000000005,0.0,0.0,0.0,0.0,0.0
0.52,0.0,0.0,0.0,0.0,0.0
0.7040000000000001,0.0,0.0,0.0,0.0,0.0
0.7440000000000001,0.0,0.0,0.0,0.0,0.0
0.3267995371617873,0.0,0.0,0.0,0.33720046283821276,0.0
0.0,0.09190680591629807,0.0,0.0,0.632,0.0
0.0,0.2400758387039078,0.0,0.0,0.7120000000000001,0.0
0.7718973852958224,0.0,0.0,0.0,1.0361026147041776,0.0
0.6314956265576815,0.0,0.0,0.0,0.9765043734423186,0.0
0.0,0.9575536449807703,0.0,0.0,0.7440000000000001,0.0
0.023631817623558593,0.0,0.0,0.0,1.0163681823764414,0.0
0.466386420631395,0.0,0.0,0.0,0.325613579368605,0.0
1.216,0.0,0.0,0.0,0.0,0.0
1.7280000000000002,0.0,0.0,0.0,0.0,0.0
2.208,0.0,0.0,0.0,0.0,0.0
2.072,0.0,0.0,0.0,0.0,0.0
1.168,0.0,0.0,0.0,0.0,0.0
1.624,0.0,0.0,0.0,0.0,0.0
1.712,0.0,0.0,0.0,0.0,0.0
0.84,0.0,0.0,0.0,0.0,0.0
0.672,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0,0.0
0.5760000000000001,0.0,0.0,0.0,0.0,0.0
0.488,0.0,0.0,0.0,0.0,0.0
0.384,0.0,0.0,0.0,0.0,0.0
0.43200000000000005,0.0,0.0,0.0,0.0,0.0
0.608,0.0,0.0,0.0,0.0,0.0
0.33224773158053866,0.0,0.0,0.0,0.2677522684194613,0.0
0.9295661708287402,0.0,0.0,0.0,0.24643382917125972,0.0
0.0,0.1033056960905464,0.0,0.0,0.5760000000000001,0.0
0.0,0.11999762601939923,0.0,0.0,0.904,0.0
0.18633927641232262,0.0,0.0,0.0,1.1016607235876774,0.0
0.0,0.7846850106770642,0.0,0.0,0.968,0.0
0.0,0.40476625914064357,0.0,0.0,0.8959999999999999,0.0
0.45358132157773573,0.0,0.0,0.0,0.28241867842226426,0.0
1.8880000000000001,0.0,0.0,0.0,0.0,0.0
1.376,0.0,0.0,0.0,0.0,0.0
1.304,0.0,0.0,0.0,0.0,0.0
2.208,0.0,0.0,0.0,0.0,0.0
1.328,0.0,0.0,0.0,0.0,0.0
1.192,0.0,0.0,0.0,0.0,0.0
1.4880000000000002,0.0,0.0,0.0,0.0,0.0
1.1440000000000001,0.0,0.0,0.0,0.0,0.0
0.608,0.0,0.0,0.0,0.0,0.0
0.392,0.0,0.0,0.0,0.0,0.0
0.41600000000000004,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.0,0.0,0.0,0.0
0.32799999999999996,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0,0.0
0.72,0.0,0.0,0.0,0.0,0.0
0.4665846482004664,0.0,0.0,0.0,0.14141535179953357,0.0
1.0477980556532995,0.0,0.0,0.0,0.2642019443467004,0.0
0.535354844547272,0.0,0.0,0.0,0.728645155452728,0.0
0.4592313501881621,0.0,0.0,0.0,0.9887686498118381,0.0
0.0,0.39830151496730215,0.0,0.0,1.3119999999999998,0.0
0.0,0.6660310772857687,0.0,0.0,0.8240000000000001,0.0
0.0,0.9874938537743492,0.0,0.0,1.072,0.0
0.27012225862451666,0.0,0.0,0.0,1.0578777413754834,0.0
1.216,0.0,0.0,0.0,0.0,0.0
1.6480000000000001,0.0,0.0,0.0,0.0,0.0
1.96,0.0,0.0,0.0,0.0,0.0
1.5519999999999998,0.0,0.0,0.0,0.0,0.0
1.4240000000000002,0.0,0.0,0.0,0.0,0.0
1.5759999999999998,0.0,0.0,0.0,0.0,0.0
1.4880000000000002,0.0,0.0,0.0,0.0,0.0
0.76,0.0,0.0,0.0,0.0,0.0
0.392,0.0,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.424,0.0,0.0,0.0,0.0,0.0
0.46399999999999997,0.0,0.0,0.0,0.0,0.0
0.47200000000000003,0.0,0.0,0.0,0.0,0.0
0.3326144445729633,0.0,0.0,0.0,0.34738555542703675,0.0
0.0,0.7254662488246877,0.0,0.0,0.76,0.0
0.0,1.3022004414202173,0.0,0.0,1.064,0.0
0.0,0.9982755971592516,0.0,0.0,1.5919999999999999,0.0
0.0,1.2370845207000094,0.0,0.0,1.4080000000000001,0.0
0.0,1.0931366348454254,0.0,0.0,1.072,0.0
0.01913883068993183,0.0,0.0,0.0,0.9728611693100682,0.0
0.5233008196872935,0.0,0.0,0.0,0.31669918031270655,0.0
1.008,0.0,0.0,0.0,0.0,0.0
1.7519999999999998,0.0,0.0,0.0,0.0,0.0
1.1840000000000002,0.0,0.0,0.0,0.0,0.0
2.7760000000000002,0.0,0.0,0.0,0.0,0.0
2.984,0.0,0.0,0.0,0.0,0.0
2.128,0.0,0.0,0.0,0.0,0.0
1.192,0.0,0.0,0.0,0.0,0.0
0.8959999999999999,0.0,0.0,0.0,0.0,0.0
1.016,0.0,0.0,0.0,0.0,0.0
0.616,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.44799999999999995,0.0,0.0,0.0,0.0,0.0
0.344,0.0,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0,0.0
1.1401637964338602,0.0,0.0,0.0,0.37183620356613956,0.0
0.0,0.6234562425068764,0.0,0.0,1.064,0.0
0.0,0.5755378519591647,0.0,0.0,1.92,0.0
0.0,1.46784890664948,0.0,0.0,1.624,0.0
0.0,1.8025388112955398,0.0,0.0,1.4,0.0
0.0,0.13971289419775523,0.0,0.0,2.736,0.0
0.0,0.8188496731433046,0.0,0.0,1.168,0.0
0.30526351050928446,0.0,0.0,0.0,0.9107364894907155,0.0
1.848,0.0,0.0,0.0,0.0,0.0
2.336,0.0,0.0,0.0,0.0,0.0
3.792,0.0,0.0,0.0,0.0,0.0
2.7680000000000002,0.0,0.0,0.0,0.0,0.0
1.712,0.0,0.0,0.0,0.0,0.0
2.072,0.0,0.0,0.0,0.0,0.0
2.3680000000000003,0.0,0.0,0.0,0.0,0.0
0.992,0.0,0.0,0.0,0.0,0.0
0.52,0.0,0.0,0.0,0.0,0.0
0.44799999999999995,0.0,0.0,0.0,0.0,0.0
0.392,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0,0.0
0.5760000000000001,0.0,0.0,0.0,0.0,0.0
0.992,0.0,0.0,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.0,0.0
0.3319120371184603,0.0,0.0,0.0,0.22008796288153976,0.0
0.42246674611243673,0.0,0.0,0.0,0.7455332538875632,0.0
1.6414643791301202,0.0,0.0,0.0,0.7985356208698798,0.0
0.0,0.29151148358097934,0.0,0.0,1.4,0.0
0.0,1.7292051464470313,0.0,0.0,0.872,0.0
0.0,1.2008919412527128,0.0,0.0,1.3840000000000001,0.0
0.21217244423153214,0.0,0.0,0.0,0.9878275557684678,0.0
0.2862628822117213,0.0,0.0,0.0,0.3537371177882787,0.0
2.68,0.0,0.0,0.0,0.0,0.0
2.1519999999999997,0.0,0.0,0.0,0.0,0.0
4.12,0.0,0.0,0.0,0.0,0.0
2.4,0.0,0.0,0.0,0.0,0.0
1.96,0.0,0.0,0.0,0.0,0.0
2.408,0.0,0.0,0.0,0.0,0.0
1.3359999999999999,0.0,0.0,0.0,0.0,0.0
0.904,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0,0.0
0.46399999999999997,0.0,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0,0.0
0.392,0.0,0.0,0.0,0.0,0.0
0.5920000000000001,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.0,0.0,0.0,0.0
0.7440000000000001,0.0,0.0,0.0,0.0,0.0
0.3927166481804393,0.0,0.0,0.0,0.08728335181956072,0.0
0.26556492440497215,0.0,0.0,0.0,0.23043507559502782,0.0
0.6798344628310473,0.0,0.0,0.0,0.35216553716895277,0.0
2.0667730529115835,0.0,0.0,0.0,0.44522694708841637,0.0
0.39360210988438954,0.0,0.0,0.0,0.43839789011561053,0.0
0.3038691761406951,0.0,0.0,0.0,0.38413082385930486,0.0
0.43174138858610744,0.0,0.0,0.0,0.23225861141389256,0.0
0.602773817531831,0.0,0.0,0.0,0.06122618246816901,0.0
1.584,0.0,0.0,0.0,0.0,0.0
3.04,0.0,0.0,0.0,0.0,0.0
1.672,0.0,0.0,0.0,0.0,0.0
3.5839999999999996,0.0,0.0,0.0,0.0,0.0
1.344,0.0,0.0,0.0,0.0,0.0
1.632,0.0,0.0,0.0,0.0,0.0
1.24,0.0,0.0,0.0,0.0,0.0
0.7759999999999999,0.0,0.0,0.0,0.0,0.0
0.568,0.0,0.0,0.0,0.0,0.0
0.512,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0
0.376,0.0,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.0,0.0,0.0,0.0
1.112,0.0,0.0,0.0,0.0,0.0
0.904,0.0,0.0,0.0,0.0,0.0
0.4875594259645647,0.0,0.0,0.0,0.1044405740354354,0.0
0.321668943257197,0.0,0.0,0.0,0.27833105674280295,0.0
0.26058930579723016,0.0,0.0,0.0,0.4434106942027699,0.0
1.2089013184862656,0.0,0.0,0.0,0.40709868151373424,0.0
1.0655307748285427,0.0,0.0,0.0,0.47846922517145724,0.0
0.42601462719086064,0.0,0.0,0.0,0.42998537280913934,0.0
0.9350437101734084,0.0,0.0,0.0,0.27295628982659154,0.0
0.6272128334197602,0.0,0.0,0.0,0.07678716658023983,0.0
1.472,0.0,0.0,0.0,0.0,0.0
2.72,0.0,0.0,0.0,0.0,0.0
3.952,0.0,0.0,0.0,0.0,0.0
3.424,0.0,0.0,0.0,0.0,0.0
1.864,0.0,0.0,0.0,0.0,0.0
3.032,0.0,0.0,0.0,0.0,0.0
1.256,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.568,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.424,0.0,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0,0.0
0.544,0.0,0.0,0.0,0.0,0.0
0.488,0.0,0.0,0.0,0.0,0.0
0.7120000000000001,0.0,0.0,0.0,0.0,0.0
0.9279999999999999,0.0,0.0,0.0,0.0,0.0
0.4788531296626103,0.0,0.0,0.0,0.08914687033738967,0.0
0.26607405163912984,0.0,0.0,0.0,0.22992594836087016,0.0
0.505037941447045,0.0,0.0,0.0,0.33496205855295497,0.0
1.1785778353049814,0.0,0.0,0.0,0.4134221646950184,0.0
0.4328127446242303,0.0,0.0,0.0,0.39118725537576976,0.0
0.534933289182523,0.0,0.0,0.0,0.2730667108174769,0.0
0.6273978534575025,0.0,0.0,0.0,0.1566021465424975,0.0
0.7875865108300789,0.0,0.0,0.0,0.05241348916992104,0.0
2.056,0.0,0.0,0.0,0.0,0.0
3.136,0.0,0.0,0.0,0.0,0.0
1.992,0.0,0.0,0.0,0.0,0.0
1.672,0.0,0.0,0.0,0.0,0.0
1.28,0.0,0.0,0.0,0.0,0.0
1.952,0.0,0.0,0.0,0.0,0.0
1.712,0.0,0.0,0.0,0.0,0.0
0.696,0.0,0.0,0.0,0.0,0.0
0.632,0.0,0.0,0.0,0.0,0.0
0.41600000000000004,0.0,0.0,0.0,0.0,0.0
0.5920000000000001,0.0,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.7759999999999999,0.0,0.0,0.0,0.0,0.0
1.024,0.0,0.0,0.0,0.0,0.0
0.5231935648491494,0.0,0.0,0.0,0.09280643515085064,0.0
0.5349169896023145,0.0,0.0,0.0,0.5690830103976856,0.0
0.5971284054011788,0.0,0.0,0.0,0.9228715945988212,0.0
0.0,1.1659325172111856,0.0,0.0,0.728,0.0
0.0,1.4128298208141727,0.0,0.0,0.456,0.0
0.0,1.6238341375596494,0.0,0.0,0.5760000000000001,0.0
0.0,1.125440826580042,0.0,0.0,0.648,0.0
0.0,0.17665733866945899,0.0,0.0,1.048,0.0
1.016,0.0,0.0,0.0,0.0,0.0
1.568,0.0,0.0,0.0,0.0,0.0
3.648,0.0,0.0,0.0,0.0,0.0
1.952,0.0,0.0,0.0,0.0,0.0
1.232,0.0,0.0,0.0,0.0,0.0
2.024,0.0,0.0,0.0,0.0,0.0
2.432,0.0,0.0,0.0,0.0,0.0
1.264,0.0,0.0,0.0,0.0,0.0
0.8320000000000001,0.0,0.0,0.0,0.0,0.0
0.512,0.0,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0,0.0
0.44799999999999995,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.0
0.568,0.0,0.0,0.0,0.0,0.0
1.288,0.0,0.0,0.0,0.0,0.0
0.7040000000000001,0.0,0.0,0.0,0.0,0.0
0.9484929907597962,0.0,0.0,0.0,0.0515070092402038,0.0
0.2648766554634937,0.0,0.0,0.0,0.43912334453650637,0.0
0.0,0.3922440354458605,0.0,0.0,0.8320000000000001,0.0
0.0,0.28564376208472564,0.0,0.0,0.6559999999999999,0.0
0.9894851346615503,0.0,0.0,0.0,0.8905148653384496,0.0
0.0,0.8406276872756353,0.0,0.0,1.056,0.0
0.004215915727045827,0.0,0.0,0.0,1.8837840842729543,0.0
0.0,0.16270169743528262,0.0,0.0,1.048,0.0
1.2336906077957954,0.0,0.0,0.0,0.014309392204204564,0.0
5.792000000000001,0.0,0.0,0.0,0.0,0.0
2.736,0.0,0.0,0.0,0.0,0.0
2.424,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0,0.0
1.624,0.0,0.0,0.0,0.0,0.0
1.264,0.0,0.0,0.0,0.0,0.0
1.04,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.0,0.0,0.0,0.0
0.6559999999999999,0.0,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0,0.0
0.5760000000000001,0.0,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0,0.0
0.552,0.0,0.0,0.0,0.0,0.0
0.8205541017611743,0.0,0.0,0.0,0.3074458982388256,0.0
0.4750655557556789,0.0,0.0,0.0,0.5409344442443211,0.0
0.733018281575985,0.0,0.0,0.0,0.570981718424015,0.0
0.7797824909541007,0.0,0.0,0.0,0.7642175090458994,0.0
0.0,0.4877392468581301,0.0,0.0,0.96,0.0
0.0,0.6044673885877598,0.0,0.0,1.072,0.0
0.0,0.8051840417284737,0.0,0.0,1.392,0.0
0.08785824652173368,0.0,0.0,0.0,1.4801417534782664,0.0
1.315671282402664,0.0,0.0,0.0,0.12432871759733605,0.0
2.72,0.0,0.0,0.0,0.0,0.0
3.824,0.0,0.0,0.0,0.0,0.0
2.088,0.0,0.0,0.0,0.0,0.0
2.512,0.0,0.0,0.0,0.0,0.0
3.32,0.0,0.0,0.0,0.0,0.0
2.2319999999999998,0.0,0.0,0.0,0.0,0.0
0.856,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.0,0.0,0.0,0.0
0.376,0.0,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0,0.0
0.44799999999999995,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.0,0.0,0.0,0.0
1.52,0.0,0.0,0.0,0.0,0.0
1.28,0.0,0.0,0.0,0.0,0.0
0.5236281852785523,0.0,0.0,0.0,0.2523718147214476,0.0
0.0,0.04259148165521104,0.0,0.0,0.44,0.0
0.0,0.5068555184842592,0.0,0.0,0.384,0.0
0.0,0.07696620259867393,0.0,0.0,1.168,0.0
0.6943462866479311,0.0,0.0,0.0,0.9376537133520688,0.0
0.813921827252224,0.0,0.0,0.0,0.402078172747776,0.0
0.6293244136837179,0.0,0.0,0.0,0.2826755863162821,0.0
0.9174295395084632,0.0,0.0,0.0,0.010570460491536787,0.0
1.72,0.0,0.0,0.0,0.0,0.0
2.496,0.0,0.0,0.0,0.0,0.0
4.92,0.0,0.0,0.0,0.0,0.0
2.8560000000000003,0.0,0.0,0.0,0.0,0.0
1.944,0.0,0.0,0.0,0.0,0.0
1.656,0.0,0.0,0.0,0.0,0.0
1.528,0.0,0.0,0.0,0.0,0.0
1.04,0.0,0.0,0.0,0.0,0.0
0.72,0.0,0.0,0.0,0.0,0.0
0.44799999999999995,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0,0.0
0.696,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.0,0.0,0.0,0.0
1.024,0.0,0.0,0.0,0.0,0.0
1.288,0.0,0.0,0.0,0.0,0.0
0.2582276112020365,0.0,0.0,0.0,0.24577238879796345,0.0
0.0,0.13281096971251305,0.0,0.0,0.536,0.0
0.0,0.27893068478487704,0.0,0.0,0.6,0.0
0.3332401214134584,0.0,0.0,0.0,1.1547598785865418,0.0
0.0,0.2376097406808173,0.0,0.0,1.056,0.0
0.0,0.2571233429037436,0.0,0.0,1.064,0.0
0.0,0.1298696087872433,0.0,0.0,0.8640000000000001,0.0
0.30908755948286737,0.0,0.0,0.0,0.5469124405171326,0.0
0.9136429426632668,0.0,0.0,0.0,0.006357057336733155,0.0
2.424,0.0,0.0,0.0,0.0,0.0
4.5280000000000005,0.0,0.0,0.0,0.0,0.0
