variable_investment_cost_solar,battery_capacity,rated_power,total_cost
700,10.0,21.749966351428334,2231.7383102327917
1100,9.859747269127602,13.617677441341064,2521.518992209216
1200,0.0,7.459982968717335,2555.348723114745
1300,0.0,0.0,2570.4863999999634
1600,0.0,0.0,2570.4863999999634
