variable_investment_cost_solar,variable_investment_cost_battery,battery_capacity,rated_power,total_cost
1200,0,100.0,55.31644871855555,5902.980802970666
1200,500,0.0,28.379758020666564,7628.355156993242
1200,600,0.0,28.379758020666564,7628.355156993242
1200,700,0.0,28.379758020666564,7628.355156993244
1200,800,0.0,28.379758020666564,7628.355156993244
1200,1000,0.0,28.379758020666564,7628.355156993244
